1iat	Lactobacillus_paracasei_strain_EG9_plasmid_pEG9C_complete_sequence	genome	+	NZ_CP029549.1	at_nt_lpt_rna2	not defined	infernal	6.4e-16	11934	12000	66	0	0	0	0
2iat	Lactobacillus_paracasei_subsp_paracasei_JCM_8130_plasmid_pLBPC_2_DNA_complete_genome	genome	-	NZ_AP012543.1	at_nt_lpt_rna2	not defined	infernal	6.4e-16	1725	1659	66	0	0	0	0
3iat	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed2_complete_sequence	genome	-	NZ_CP032639.1	at_nt_lpt_rna2	not defined	infernal	3.8e-05	1421	1355	66	0	0	0	0
4iat	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed2_complete_sequence	genome	-	NZ_CP032639.1	at_nt_lpt_rna2	not defined	infernal	0.00031	8062	7997	65	0	0	0	0
5iat	Lactobacillus_crustorum_strain_MN047_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP017997.1	at_nt_lpt_rna2	not defined	infernal	0.0036	21623	21556	67	0	0	0	0
6iat	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP032638.1	at_nt_lpt_rna2	not defined	infernal	0.0053	6825	6759	66	0	0	0	0
7iat	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP032638.1	at_nt_lpt_rna2	not defined	infernal	0.0053	16579	16513	66	0	0	0	0
1it	Lactobacillus_paracasei_strain_EG9_plasmid_pEG9C_complete_sequence	genome	+	NZ_CP029549.1	t_nt_lpt_rna2	not defined	infernal	7.8e-47	11756	11933	177	0	0	0	0
2it	Lactobacillus_paracasei_subsp_paracasei_JCM_8130_plasmid_pLBPC_2_DNA_complete_genome	genome	-	NZ_AP012543.1	t_nt_lpt_rna2	not defined	infernal	7.8e-47	1903	1726	177	0	0	0	0
3it	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed2_complete_sequence	genome	-	NZ_CP032639.1	t_nt_lpt_rna2	not defined	infernal	1.5e-24	1599	1422	177	0	0	0	0
4it	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed2_complete_sequence	genome	-	NZ_CP032639.1	t_nt_lpt_rna2	not defined	infernal	1.5e-24	8240	8063	177	0	0	0	0
5it	Lactobacillus_crustorum_strain_MN047_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP017997.1	t_nt_lpt_rna2	not defined	infernal	2.3e-19	21802	21625	177	0	0	0	0
6it	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP032638.1	t_nt_lpt_rna2	not defined	infernal	3.1e-18	7001	6825	176	0	0	0	0
7it	Lactobacillus_paracasei_strain_ZFM54_plasmid_unnamed1_complete_sequence	genome	-	NZ_CP032638.1	t_nt_lpt_rna2	not defined	infernal	3.1e-18	16755	16579	176	0	0	0	0
8it	Lactobacillus_paracasei_strain_IIA_complete_genome	genome	-	NZ_CP014985.1	t_nt_lpt_rna2	not defined	infernal	2.6e-16	2091189	2091012	177	0	0	0	0
9it	Lactobacillus_paracasei_strain_L9_complete_genome	genome	+	NZ_CP012148.1	t_nt_lpt_rna2	not defined	infernal	2.6e-16	2855724	2855901	177	0	0	0	0
10it	Lactobacillus_paracasei_strain_FAM18149_plasmid_pFAM18149_23_complete_sequence	genome	+	NZ_CP017264.1	t_nt_lpt_rna2	not defined	infernal	8.5e-13	57215	57393	178	0	0	0	0
11it	Lactobacillus_paracasei_subsp_paracasei_JCM_8130_plasmid_pLBPC_1_DNA_complete_genome	genome	-	NZ_AP012542.1	t_nt_lpt_rna2	not defined	infernal	8.5e-13	1190	1012	178	0	0	0	0
12it	Lactobacillus_casei_strain_LC5_complete_genome	genome	+	NZ_CP017065.1	t_nt_lpt_rna2	not defined	infernal	0.0013	2909276	2909443	167	0	0	0	0
