>>>>> statistic <<<<<	NameOfTAS:	aapa_isoa_evalue	
method	Round/Query	NrOfCompleteTAS	MaxDistanceForCTAS	AtSeq	AtSeqUnique	TntSeq	TntSeqUnique	Tpro(blastp)	Tpro(blastp)Unique	Tpro(tblastn)	Tpro(tblastn)Unique	Tpro(blastp&tblastn)Unique
1. sequence analysis	round1	92	0	92	14	143	73	9	5	160	43	30		
1. sequence analysis	round2	224	0	224	55	235	108	30	19	553	154	108		
1. sequence analysis	round3	270	0	270	80	384	181	30	19	627	199	145		
1. sequence analysis	round4	271	0	271	94	552	212	30	20	630	211	158		
1. sequence analysis	round5	271	0	271	94	559	235	30	20	641	224	175		
2. structure analysis	structure of round5	301	0	---	---	---	---	---	---	---	---	---	
2. structure analysis	at_nt_aapa_isoa_evalue_round5_0001	---	---	301	114	---	---	---	---	---	---	---		
2. structure analysis	t_nt_aapa_isoa_evalue_round5_0001	---	---	---	---	960	422	---	---	---	---	---		
2. structure analysis	t_pro_aapa_isoa_evalue_round5_0001	---	---	---	---	---	---	---	---	832	291	---		
3. combined analysis	BlastRound5&Infernal	297	0	568	110	583	167	0	0	333	61	0		
4. promoter analysis (exact match)	cTAS seq of combined analysis	297	0		
4. promoter analysis (exact match)	prom_complete	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata_start	--	--	0	--	56	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_start	--	--	0	--	404	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_start	--	--	568	--	123	--	--	--	332	--	--		

5. cTAS are found in: (query: cTAS seq of combined analysis)	Helicobacter_acinonychis	2	0	2	1	4	1	0	0	4	1	0	
	Helicobacter_cetorum	4	0	4	4	5	4	0	0	8	5	0	
	Helicobacter_pylori	291	0	562	105	574	162	0	0	321	55	0	
multiple cTAS are found in: (query: cTAS seq of combined analysis)	Helicobacter_pylori_2017_complete_genome	2	
	Helicobacter_pylori_2018_complete_genome	2	
	Helicobacter_pylori_26695_1CH_DNA_complete_genome	2	
	Helicobacter_pylori_26695_1CL_DNA_complete_genome	2	
	Helicobacter_pylori_26695_1_DNA_complete_genome	2	
	Helicobacter_pylori_26695_complete_genome	2	
