346418bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	1251343	1251498	156	1	49	49	4698633
4694it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	1.3e-19	1251348	1251496	148	0	0	0	0
5704iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	9.1e-05	1251369	1251491	122	0	0	0	0
4305it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	2.8e-20	2086670	2086819	149	0	0	0	0
108139bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	2086671	2086820	150	1	47	47	4698633
2901iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	4.6e-09	2086687	2086892	205	0	0	0	0
196375bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	2871505	2871657	153	1	49	51	4698633
2347it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	2.1e-21	2871507	2871656	149	0	0	0	0
7224iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	0.0075	2871533	2871721	188	0	0	0	0
106965bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	4148706	4148852	147	1	48	48	4698633
9238it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	6.4e-17	4148706	4148851	145	0	0	0	0
2632iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	+	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	3.2e-14	4148719	4148868	149	0	0	0	0
4135iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	3.1e-07	4470383	4470179	204	0	0	0	0
174534bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	4470399	4470250	150	1	50	50	4698633
6386it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	2.2e-19	4470400	4470251	149	0	0	0	0
3446iat	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	at_nt_hok_sok_tadb	not defined	infernal	8.7e-08	4470886	4470682	204	0	0	0	0
174535bt	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	4470902	4470753	150	1	50	50	4698633
7330it	Shigella_flexneri_1a_strain_0228_complete_genome	genome	-	NZ_CP012735.1	t_pro_hok_sok_tadb	not defined	infernal	5.9e-19	4470903	4470754	149	0	0	0	0
346428bt	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	725138	725293	156	1	49	49	4623260
4695it	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	t_pro_hok_sok_tadb	not defined	infernal	1.3e-19	725143	725291	148	0	0	0	0
5705iat	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	at_nt_hok_sok_tadb	not defined	infernal	9.1e-05	725164	725286	122	0	0	0	0
4306it	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	t_pro_hok_sok_tadb	not defined	infernal	2.8e-20	1563364	1563513	149	0	0	0	0
108119bt	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	1563365	1563514	150	1	47	47	4623260
2902iat	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	+	NZ_CP020086.1	at_nt_hok_sok_tadb	not defined	infernal	4.6e-09	1563381	1563586	205	0	0	0	0
7225iat	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	at_nt_hok_sok_tadb	not defined	infernal	0.0075	2436814	2436626	188	0	0	0	0
2348it	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	t_pro_hok_sok_tadb	not defined	infernal	2.1e-21	2436840	2436691	149	0	0	0	0
201584bt	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	2436842	2436690	153	1	51	51	4623260
4136iat	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	at_nt_hok_sok_tadb	not defined	infernal	3.1e-07	3891400	3891196	204	0	0	0	0
174577bt	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	3891416	3891267	150	1	50	50	4623260
6387it	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	t_pro_hok_sok_tadb	not defined	infernal	2.2e-19	3891417	3891268	149	0	0	0	0
3447iat	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	at_nt_hok_sok_tadb	not defined	infernal	8.7e-08	3891903	3891699	204	0	0	0	0
174578bt	Shigella_flexneri_1a_strain_0670_chromosome_complete_genome	genome	-	NZ_CP020086.1	t_pro_hok_sok_tadb	NaN - rows are merged	tblastn	NaN - rows are merged	3891919	3891770	150	1	50	50	4623260
