>>>>> statistic <<<<<	NameOfTAS:	aapa_isoa	
method	Round/Query	NrOfCompleteTAS	MaxDistanceForCTAS	AtSeq	AtSeqUnique	TntSeq	TntSeqUnique	Tpro(blastp)	Tpro(blastp)Unique	Tpro(tblastn)	Tpro(tblastn)Unique	Tpro(blastp&tblastn)Unique
1. sequence analysis	round1	91	0	91	14	143	73	0	0	133	31	0		
1. sequence analysis	round2	224	0	224	55	234	107	0	0	135	33	0		
1. sequence analysis	round3	270	0	270	80	289	166	0	0	135	33	0		
1. sequence analysis	round4	271	0	271	94	289	166	0	0	135	33	0		
1. sequence analysis	round5	271	0	271	94	289	166	0	0	135	33	0		
2. structure analysis	structure of round5	301	0	---	---	---	---	---	---	---	---	---	
2. structure analysis	at_nt_aapa_isoa_round5_0001	---	---	301	114	---	---	---	---	---	---	---		
2. structure analysis	t_nt_aapa_isoa_round5_0001	---	---	---	---	865	493	---	---	---	---	---		
2. structure analysis	t_pro_aapa_isoa_round5_0001	---	---	---	---	---	---	---	---	374	97	---		
3. combined analysis	BlastRound5&Infernal	286	0	557	106	572	185	0	0	292	45	0		
4. promoter analysis (exact match)	cTAS seq of combined analysis	286	0		
4. promoter analysis (exact match)	prom_complete	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata_start	--	--	0	--	56	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_sd_start	--	--	0	--	6	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_start	--	--	0	--	394	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_start	--	--	557	--	117	--	--	--	291	--	--		

5. cTAS are found in: (query: cTAS seq of combined analysis)	Helicobacter_acinonychis	2	0	2	1	4	2	0	0	2	1	0	
	Helicobacter_cetorum	1	0	1	1	2	1	0	0	2	1	0	
	Helicobacter_pylori	283	0	554	104	566	182	0	0	288	43	0	
multiple cTAS are found in: (query: cTAS seq of combined analysis)	Helicobacter_pylori_2017_complete_genome	2	
	Helicobacter_pylori_2018_complete_genome	2	
	Helicobacter_pylori_26695_1CH_DNA_complete_genome	2	
	Helicobacter_pylori_26695_1CL_DNA_complete_genome	2	
	Helicobacter_pylori_26695_1_DNA_complete_genome	2	
	Helicobacter_pylori_26695_complete_genome	2	
	Helicobacter_pylori_35A_complete_genome	2	
	Helicobacter_pylori_52_complete_genome	2	
	Helicobacter_pylori_83_complete_genome	2	
	Helicobacter_pylori_908_complete_genome	2	
