>>>>> statistic <<<<<	NameOfTAS:	txpa_rata_enterococcus	
method	Round/Query	NrOfCompleteTAS	MaxDistanceForCTAS	AtSeq	AtSeqUnique	TntSeq	TntSeqUnique	Tpro(blastp)	Tpro(blastp)Unique	Tpro(tblastn)	Tpro(tblastn)Unique	Tpro(blastp&tblastn)Unique
1. sequence analysis	round1	60	0	66	33	60	9	0	0	5	2	0		
1. sequence analysis	round2	60	0	66	33	60	9	0	0	5	2	0		
1. sequence analysis	round3	60	0	66	33	60	9	0	0	5	2	0		
1. sequence analysis	round4	60	0	66	33	60	9	0	0	5	2	0		
1. sequence analysis	round5	60	0	66	33	60	9	0	0	5	2	0		
2. structure analysis	structure of round5	70	0	---	---	---	---	---	---	---	---	---	
2. structure analysis	at_nt_txpa_rata_enterococcus_round5_0001	---	---	2057	663	---	---	---	---	---	---	---		
2. structure analysis	t_nt_txpa_rata_enterococcus_round5_0001	---	---	---	---	72	21	---	---	---	---	---		
2. structure analysis	t_pro_txpa_rata_enterococcus_round5_0001	---	---	---	---	---	---	---	---	71	19	---		
3. combined analysis	BlastRound5&Infernal	60	0	121	36	108	9	0	0	53	8	0		
4. promoter analysis (exact match)	cTAS seq of combined analysis	48	0		
4. promoter analysis (exact match)	prom_complete	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_sd_start	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_tata_start	--	--	111	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_35_tata	--	--	0	--	0	--	--	--	0	--	--		
4. promoter analysis (exact match)	prom_start	--	--	9	--	56	--	--	--	48	--	--		

5. cTAS are found in: (query: cTAS seq of combined analysis)	Enterococcus_faecalis	60	0	121	36	108	9	0	0	53	8	0	
multiple cTAS are found in: (query: cTAS seq of combined analysis)	Enterococcus_faecalis_KUB3006_DNA_complete_genome	2	
	Enterococcus_faecalis_KUB3007_DNA_complete_genome	2	
	Enterococcus_faecalis_strain_CLB21560_chromosome_complete_genome	2	
	Enterococcus_faecalis_strain_CVM_N48037F_chromosome_complete_genome	2	
	Enterococcus_faecalis_strain_FDAARGOS_338_chromosome_complete_genome	2	
	Enterococcus_faecalis_strain_FDAARGOS_528_chromosome_complete_genome	2	
	Enterococcus_faecalis_strain_LD33_complete_genome	2	
	Enterococcus_faecalis_strain_sorialis_chromosome_complete_genome	2	
	Enterococcus_faecalis_strain_TY1_chromosome_complete_genome	2	
	Enterococcus_faecalis_str_Symbioflor_1_complete_genome	2	
	Enterococcus_faecalis_V583_chromosome_complete_genome	2	
	Enterococcus_faecalis_D32_complete_genome	3	
	Enterococcus_faecalis_DENG1_complete_genome	3	
	Enterococcus_faecalis_DNA_complete_genome_strain_W11	3	
	Enterococcus_faecalis_strain_CVM_N60443F_chromosome_complete_genome	3	
	Enterococcus_faecalis_strain_FDAARGOS_324_chromosome_complete_genome	3	
	Enterococcus_faecalis_strain_H25_chromosome_complete_genome	3	
	Enterococcus_faecalis_strain_KB1_complete_genome	3	
	Enterococcus_faecalis_strain_KB1_genome	3	
	Enterococcus_faecalis_strain_L12_complete_genome	3	
	Enterococcus_faecalis_strain_NCTC8745_genome_assembly_chromosome_1	3	
