1703it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_nt_tisb_istr_smax	not defined	infernal	3e-20	3214336	3214254	82	0	0	0	0
1727it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_tisb_istr_smax	not defined	infernal	4.7e-08	3214336	3214250	86	0	0	0	0
20893bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_nt_tisb_istr_smax	NaN - rows are merged	blastn	NaN - rows are merged	3214336	3214256	81	1	81	81	4891057
1685iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	+	NZ_CP029126.1	at_nt_tisb_istr_smax	not defined	infernal	1.2e-15	3214587	3214727	140	0	0	0	0
106478bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_ena	NaN - rows are merged	tblastn	NaN - rows are merged	3551590	3551540	51	32	48	48	4891057
210695bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_tadb_r2	NaN - rows are merged	tblastn	NaN - rows are merged	3551590	3551540	51	32	48	48	4891057
7004iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	at_nt_hok_sok_tadb_r2	not defined	infernal	0.00024	3551672	3551468	204	0	0	0	0
210694bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_tadb_r2	NaN - rows are merged	tblastn	NaN - rows are merged	3551682	3551593	90	1	30	48	4891057
9019it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_tadb_r2	not defined	infernal	2e-13	3551686	3551543	143	0	0	0	0
106477bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_ena	NaN - rows are merged	tblastn	NaN - rows are merged	3551688	3551593	96	1	30	48	4891057
5578it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_nt_hok_sok_ena	not defined	infernal	0.0043	3551688	3551542	146	0	0	0	0
9700it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_ena	not defined	infernal	1.2e-14	3551701	3551543	158	0	0	0	0
1513it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	+	NZ_CP029126.1	t_nt_hok_sok_tadb_r2	not defined	infernal	9.8e-05	3551716	3551833	117	0	0	0	0
5043iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	at_nt_hok_sok_ena	not defined	infernal	0.00015	3551834	3551775	59	0	0	0	0
211246bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_tadb_r2	1554bt_bac:Hok_Gef_family_protein_[Lelliottia_nimipressuralis]_tasys:t_pro_hok_sok_tadb_r2_genome:WP	tblastn	3.85e-08	3787666	3787589	26	23	48	48	4891057
8670iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	at_nt_hok_sok_tadb_r2	not defined	infernal	0.0045	3787725	3787504	221	0	0	0	0
9788it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	t_pro_hok_sok_tadb_r2	not defined	infernal	3.5e-11	3787731	3787594	137	0	0	0	0
613447bt	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	+	NZ_CP029126.1	t_pro_syme_symr	NaN - rows are merged	tblastn	NaN - rows are merged	3867574	3868122	549	1	170	173	4891057
1341iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	-	NZ_CP029126.1	at_nt_syme_symr	not defined	infernal	2.9e-06	3867627	3867555	72	0	0	0	0
6102it	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	+	NZ_CP029126.1	t_pro_syme_symr	not defined	infernal	0.0071	3867780	3868050	270	0	0	0	0
5620iat	Enterobacter_hormaechei_strain_AR432_chromosome_complete_genome	genome	+	NZ_CP029126.1	at_nt_hok_sok_ena	not defined	infernal	0.0042	4041577	4041636	59	0	0	0	0
