15921bat	Escherichia_coli_JJ1886_complete_genome	genome	+	NC_022648.1	at_nt_zoro_orzo	unknown	blastn	0	2406350	2406431	81	0	0	0	5129938
15352bat	Escherichia_fergusonii_ATCC_35469_chromosome_complete_genome	genome	+	NC_011740.1	at_nt_zoro_orzo	unknown	blastn	0	2259010	2259091	81	0	0	0	4588711
16082bat	Escherichia_albertii_KF1_complete_genome	genome	-	NZ_CP007025.1	at_nt_zoro_orzo	unknown	blastn	0	4082021	4081940	81	0	0	0	4701875
15343bat	Escherichia_albertii_DNA_complete_genome_strain_CB9786	genome	+	NZ_AP014856.1	at_nt_zoro_orzo	unknown	blastn	0	2135127	2135208	81	0	0	0	4598983
23555bat	Escherichia_coli_'BL21_Gold(DE3)pLysS_AG'_complete_genome	genome	-	NC_012947.1	at_nt_zoro_orzo	unknown	blastn	0	1640542	1640461	81	0	0	0	4570938
21210bat	Escherichia_coli_O114_H49_strain_90_9280_chromosome_complete_genome	genome	+	NZ_CP024240.1	at_nt_zoro_orzo	unknown	blastn	0	1284045	1284126	81	0	0	0	4966338
17369bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_zoro_orzo	unknown	blastn	0	2470276	2470357	81	0	0	0	5241977
20446bat	Escherichia_coli_strain_28RC1_chromosome_complete_genome	genome	+	NZ_CP015020.1	at_nt_zoro_orzo	unknown	blastn	0	1182067	1182148	81	0	0	0	5561698
15680bat	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	+	NZ_CP006834.2	at_nt_zoro_orzo	unknown	blastn	0	3340955	3341036	81	0	0	0	5114241
17015bat	Escherichia_coli_B7A_complete_genome	genome	-	NZ_CP005998.1	at_nt_zoro_orzo	unknown	blastn	0	4888669	4888588	81	0	0	0	4944397
17104bat	Escherichia_coli_strain_104_chromosome_complete_genome	genome	-	NZ_CP029164.1	at_nt_zoro_orzo	unknown	blastn	0	2647481	2647400	81	0	0	0	4971313
1612bat	Escherichia_fergusonii_ECD227_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM001142.1	at_nt_zoro_orzo	unknown	blastn	0	2295696	2295777	81	0	0	0	4509864
15873bat	Escherichia_coli_042_complete_genome	genome	+	NC_017626.1	at_nt_zoro_orzo	unknown	blastn	0	2469666	2469747	81	0	0	0	5241977
15589bat	Escherichia_coli_strain_08_00022_complete_genome	genome	+	NZ_CP013662.1	at_nt_zoro_orzo	unknown	blastn	0	2617333	2617414	81	0	0	0	5213998
16455bat	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	+	NC_011601.1	at_nt_zoro_orzo	unknown	blastn	0	2335217	2335298	81	0	0	0	4965553
17784bat	Shigella_dysenteriae_strain_ATCC_9752_chromosome_complete_genome	genome	-	NZ_CP026839.1	at_nt_zoro_orzo	unknown	blastn	0	1771302	1771221	81	0	0	0	4273636
21704bat	Shigella_flexneri_strain_61_4982_chromosome_complete_genome	genome	-	NZ_CP026792.1	at_nt_zoro_orzo	unknown	blastn	0	1913991	1913910	81	0	0	0	4631337
1665bat	Escherichia_coli_strain_89_3506_isolate_89_3506_chromosome	chromosome	+	NZ_CP027520.1	at_nt_zoro_orzo	unknown	blastn	0	295114	295195	81	0	0	0	5178486
15347bat	Escherichia_albertii_strain_2013C_4143_chromosome_complete_genome	genome	+	NZ_CP030787.2	at_nt_zoro_orzo	unknown	blastn	0	2893803	2893884	81	0	0	0	4659709
15681bat	Escherichia_coli_APEC_O2_211_chromosome_complete_genome	genome	+	NZ_CP006834.2	at_nt_zoro_orzo	unknown	blastn	0	3340347	3340428	81	0	0	0	5114241
16835bat	Escherichia_marmotae_strain_HT073016_chromosome_complete_genome	genome	-	NZ_CP025979.1	at_nt_zoro_orzo	unknown	blastn	0	276660	276580	80	0	0	0	4671322
13146bt	Escherichia_albertii_DNA_complete_genome_strain_CB9786	genome	-	NZ_AP014856.1	t_nt_zoro_orzo	unknown	blastn	0	2134889	2134800	89	0	0	0	4598983
12bt	Escherichia_albertii_strain_2014C_4015_chromosome_complete_genome	genome	-	NZ_CP034166.1	t_nt_zoro_orzo	unknown	blastn	0	770185	770096	89	0	0	0	4623903
10033bt	Escherichia_coli_0127_H6_E2348_69_complete_genome_strain_E2348_69	genome	-	NC_011601.1	t_nt_zoro_orzo	unknown	blastn	0	2334978	2334889	89	0	0	0	4965553
10097bt	Escherichia_coli_DNA_complete_genome_strain_MRY15_117	genome	+	NZ_AP017617.1	t_nt_zoro_orzo	unknown	blastn	0	968214	968303	89	0	0	0	5117319
10184bt	Escherichia_coli_O169_H41_strain_2014EL_1345_2_chromosome_complete_genome	genome	-	NZ_CP024223.1	t_nt_zoro_orzo	unknown	blastn	0	519122	519033	89	0	0	0	4943397
10174bt	Escherichia_coli_IAI39_chromosome_complete_genome	genome	+	NC_011750.1	t_nt_zoro_orzo	unknown	blastn	0	947153	947242	89	0	0	0	5132068
10204bt	Escherichia_marmotae_strain_HT073016_chromosome_complete_genome	genome	+	NZ_CP025979.1	t_nt_zoro_orzo	unknown	blastn	0	276898	276987	89	0	0	0	4671322
10380bt	Escherichia_coli_E24377A_complete_genome	genome	-	NC_009801.1	t_nt_zoro_orzo	unknown	blastn	0	2385934	2385845	89	0	0	0	4979619
100bt	Escherichia_coli_strain_BR29_DEC_chromosome	chromosome	-	NZ_CP035339.1	t_nt_zoro_orzo	unknown	blastn	0	2400497	2400408	89	0	0	0	4807613
1060bt	Escherichia_coli_ED1a_chromosome_complete_genome	chromosome	-	NC_011745.1	t_nt_zoro_orzo	unknown	blastn	0	2423648	2423559	89	0	0	0	5209548
1001bt	Escherichia_coli_strain_M11_complete_genome	genome	+	NZ_CP010206.1	t_nt_zoro_orzo	unknown	blastn	0	1057841	1057930	89	0	0	0	5032791
10249bt	Escherichia_coli_strain_L725_chromosome_complete_genome	genome	+	NZ_CP036202.1	t_nt_zoro_orzo	unknown	blastn	0	3217064	3217153	89	0	0	0	4834354
10387bt	Escherichia_coli_IAI1_chromosome_complete_genome	genome	-	NC_011741.1	t_nt_zoro_orzo	unknown	blastn	0	2263974	2263885	89	0	0	0	4700560
10104bt	Escherichia_coli_strain_NCTC11133_genome_assembly_chromosome_1	genome	-	NZ_LR134340.1	t_nt_zoro_orzo	unknown	blastn	0	2751174	2751085	89	0	0	0	4450344
10071bt	Escherichia_coli_042_complete_genome	genome	-	NC_017626.1	t_nt_zoro_orzo	unknown	blastn	0	2470035	2469946	89	0	0	0	5241977
10355bt	Escherichia_coli_strain_2011C_4315_chromosome_complete_genome	genome	+	NZ_CP024479.1	t_nt_zoro_orzo	unknown	blastn	0	5127134	5127223	89	0	0	0	5336099
10045bt	Escherichia_coli_O55_H7_str_CB9615_complete_genome	genome	-	NC_013941.1	t_nt_zoro_orzo	unknown	blastn	0	2673785	2673696	89	0	0	0	5386352
10040bt	Escherichia_coli_strain_104_chromosome_complete_genome	genome	+	NZ_CP029164.1	t_nt_zoro_orzo	unknown	blastn	0	2647112	2647201	89	0	0	0	4971313
1043bt	Escherichia_coli_strain_H8Ecoli_chromosome	chromosome	+	NZ_CP029212.1	t_nt_zoro_orzo	unknown	blastn	0	1703636	1703725	89	0	0	0	4743004
10066bt	Escherichia_coli_B7A_complete_genome	genome	+	NZ_CP005998.1	t_nt_zoro_orzo	unknown	blastn	0	4888300	4888389	89	0	0	0	4944397
1067bt	Escherichia_coli_strain_2013C_3304_chromosome	chromosome	-	NZ_CP027593.1	t_nt_zoro_orzo	unknown	blastn	0	3643816	3643727	89	0	0	0	5310050
10202bt	Escherichia_coli_O157_H7_str_EC4115_complete_genome	genome	-	NC_011353.1	t_nt_zoro_orzo	unknown	blastn	0	2880648	2880559	89	0	0	0	5572075
1061bt	Escherichia_coli_UMNF18_chromosome_whole_genome_shotgun_sequence	chromosome	-	NZ_AGTD01000001.1	t_nt_zoro_orzo	unknown	blastn	0	2569261	2569172	89	0	0	0	5239207
