1iat	Escherichia_coli_FAP1_genome	chromosome	+	NZ_CP009578.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1933833	1934011	178	0	0	0	0
2iat	Escherichia_coli_O157_H7_str_EDL933_genome	chromosome	-	NC_002655.2	at_nt_ralr_rala	not defined	infernal	2.3e-45	2164138	2163960	178	0	0	0	0
3iat	Escherichia_coli_O157_H7_str_TW14588_chromosome_whole_genome_shotgun_sequence	chromosome	-	NZ_CM000662.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	4879142	4878964	178	0	0	0	0
4iat	Escherichia_coli_strain_00_3279_chromosome	chromosome	+	NZ_CP024293.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	4452513	4452691	178	0	0	0	0
5iat	Escherichia_coli_strain_2013C_3996_chromosome	chromosome	+	NZ_CP027572.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	2103187	2103365	178	0	0	0	0
6iat	Escherichia_coli_strain_268_78_1_chromosome_complete_genome	chromosome	+	NZ_CP014092.2	at_nt_ralr_rala	not defined	infernal	2.3e-45	91221	91399	178	0	0	0	0
7iat	Escherichia_coli_strain_90_9269_chromosome	chromosome	-	NZ_CP024661.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1912558	1912380	178	0	0	0	0
8iat	Escherichia_coli_strain_AT01_genome	chromosome	+	NZ_CP022414.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1500967	1501145	178	0	0	0	0
9iat	Escherichia_coli_strain_BR07_DEC_chromosome	chromosome	-	NZ_CP035322.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	3786622	3786444	178	0	0	0	0
10iat	Escherichia_coli_strain_BR25_DEC_chromosome	chromosome	-	NZ_CP035331.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	3187790	3187612	178	0	0	0	0
11iat	Escherichia_coli_strain_CFT073_chromosome	chromosome	+	NZ_CP028309.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1350411	1350589	178	0	0	0	0
12iat	Escherichia_coli_strain_RS76_genome	chromosome	-	NZ_CP013048.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	2778376	2778198	178	0	0	0	0
13iat	Escherichia_coli_strain_RTdelA_B_UU3_chromosome	chromosome	+	NZ_CP023749.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1418825	1419003	178	0	0	0	0
14iat	Escherichia_coli_str_K_12_substr_MG1655star_strain_K_12_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_CM000960.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1411572	1411750	178	0	0	0	0
15iat	Escherichia_coli_str_K_12_substr_MG1655_strain_K_12_chromosome_whole_genome_shotgun_sequence	chromosome	+	NZ_AKVX01000001.1	at_nt_ralr_rala	not defined	infernal	2.3e-45	1411762	1411940	178	0	0	0	0
16iat	Escherichia_coli_strain_CHL5009T_chromosome	chromosome	-	NZ_CP032936.1	at_nt_ralr_rala	not defined	infernal	9.5e-45	4104487	4104309	178	0	0	0	0
17iat	Escherichia_coli_strain_2014C_3741_chromosome	chromosome	-	NZ_CP027328.1	at_nt_ralr_rala	not defined	infernal	1.6e-44	3289026	3288848	178	0	0	0	0
18iat	Shigella_flexneri_5a_str_M90T_chromosome_whole_genome_shotgun_sequence	chromosome	-	NZ_CM001474.1	at_nt_ralr_rala	not defined	infernal	1.8e-44	1887861	1887683	178	0	0	0	0
19iat	Escherichia_coli_strain_BR29_DEC_chromosome	chromosome	+	NZ_CP035339.1	at_nt_ralr_rala	not defined	infernal	2.5e-44	1581536	1581714	178	0	0	0	0
20iat	Escherichia_coli_strain_BR64_DEC_chromosome	chromosome	-	NZ_CP035354.1	at_nt_ralr_rala	not defined	infernal	2.5e-44	3342496	3342318	178	0	0	0	0
21iat	Shigella_boydii_strain_NCTC_9734_chromosome	chromosome	-	NZ_CP026875.1	at_nt_ralr_rala	not defined	infernal	5e-44	4346052	4345874	178	0	0	0	0
22iat	Escherichia_coli_strain_2014C_3716_chromosome	chromosome	+	NZ_CP027335.1	at_nt_ralr_rala	not defined	infernal	6.1e-44	4966586	4966764	178	0	0	0	0
23iat	Escherichia_coli_strain_S17_13_chromosome	chromosome	+	NZ_CP024997.2	at_nt_ralr_rala	not defined	infernal	9.1e-44	1803667	1803845	178	0	0	0	0
24iat	Escherichia_coli_strain_S17_20_chromosome	chromosome	+	NZ_CP025036.2	at_nt_ralr_rala	not defined	infernal	9.1e-44	3055466	3055644	178	0	0	0	0
25iat	Escherichia_coli_strain_2013C_3304_chromosome	chromosome	-	NZ_CP027593.1	at_nt_ralr_rala	not defined	infernal	1.1e-43	3199344	3199166	178	0	0	0	0
