1000iat	Citrobacter_amalonaticus_Y19_complete_genome	genome	-	NZ_CP011132.1	at_nt_tisb_istr_smax	not defined	infernal	3.4e-19	4348415	4348275	140	0	0	0	0
1670it	Citrobacter_amalonaticus_Y19_complete_genome	genome	+	NZ_CP011132.1	t_nt_tisb_istr_smax	not defined	infernal	1.6e-20	4348668	4348750	82	0	0	0	0
1625it	Citrobacter_amalonaticus_Y19_complete_genome	genome	+	NZ_CP011132.1	t_pro_tisb_istr_smax	not defined	infernal	1.5e-13	4348668	4348754	86	0	0	0	0
1734it	Citrobacter_amalonaticus_strain_FDAARGOS_122_complete_genome	genome	-	NZ_CP014015.2	t_nt_tisb_istr_smax	not defined	infernal	4.4e-20	1903552	1903470	82	0	0	0	0
1643it	Citrobacter_amalonaticus_strain_FDAARGOS_122_complete_genome	genome	-	NZ_CP014015.2	t_pro_tisb_istr_smax	not defined	infernal	4.7e-12	1903552	1903466	86	0	0	0	0
1589iat	Citrobacter_amalonaticus_strain_FDAARGOS_122_complete_genome	genome	+	NZ_CP014015.2	at_nt_tisb_istr_smax	not defined	infernal	3.2e-18	1903805	1903944	139	0	0	0	0
952iat	Citrobacter_amalonaticus_strain_FDAARGOS_165_chromosome_complete_genome	genome	-	NZ_CP014070.2	at_nt_tisb_istr_smax	not defined	infernal	5.1e-22	544188	544049	139	0	0	0	0
1584it	Citrobacter_amalonaticus_strain_FDAARGOS_165_chromosome_complete_genome	genome	+	NZ_CP014070.2	t_pro_tisb_istr_smax	not defined	infernal	4.6e-14	544440	544526	86	0	0	0	0
1638it	Citrobacter_amalonaticus_strain_FDAARGOS_165_chromosome_complete_genome	genome	+	NZ_CP014070.2	t_nt_tisb_istr_smax	not defined	infernal	3.8e-21	544440	544522	82	0	0	0	0
1599it	Citrobacter_braakii_strain_FDAARGOS_253_chromosome_complete_genome	genome	-	NZ_CP020448.2	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	3577680	3577598	82	0	0	0	0
1600it	Citrobacter_braakii_strain_FDAARGOS_253_chromosome_complete_genome	genome	-	NZ_CP020448.2	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	3577680	3577594	86	0	0	0	0
957iat	Citrobacter_braakii_strain_FDAARGOS_253_chromosome_complete_genome	genome	+	NZ_CP020448.2	at_nt_tisb_istr_smax	not defined	infernal	1.3e-20	3577933	3578072	139	0	0	0	0
1016iat	Citrobacter_braakii_strain_FDAARGOS_290_chromosome_complete_genome	genome	-	NZ_CP022049.2	at_nt_tisb_istr_smax	not defined	infernal	6.5e-19	2666640	2666500	140	0	0	0	0
1440it	Citrobacter_braakii_strain_FDAARGOS_290_chromosome_complete_genome	genome	+	NZ_CP022049.2	t_nt_tisb_istr_smax	not defined	infernal	1.8e-21	2666894	2666976	82	0	0	0	0
1592it	Citrobacter_braakii_strain_FDAARGOS_290_chromosome_complete_genome	genome	+	NZ_CP022049.2	t_pro_tisb_istr_smax	not defined	infernal	6.9e-14	2666894	2666980	86	0	0	0	0
1671it	Citrobacter_farmeri_strain_AUSMDU00008141_chromosome_complete_genome	genome	-	NZ_CP022695.1	t_nt_tisb_istr_smax	not defined	infernal	1.6e-20	30682	30600	82	0	0	0	0
1626it	Citrobacter_farmeri_strain_AUSMDU00008141_chromosome_complete_genome	genome	-	NZ_CP022695.1	t_pro_tisb_istr_smax	not defined	infernal	1.5e-13	30682	30596	86	0	0	0	0
956iat	Citrobacter_farmeri_strain_AUSMDU00008141_chromosome_complete_genome	genome	+	NZ_CP022695.1	at_nt_tisb_istr_smax	not defined	infernal	5.7e-21	30934	31073	139	0	0	0	0
1635iat	Citrobacter_freundii_CFNIH1_complete_genome	genome	-	NZ_CP007557.1	at_nt_tisb_istr_smax	not defined	infernal	8.3e-17	1330092	1329952	140	0	0	0	0
1593it	Citrobacter_freundii_CFNIH1_complete_genome	genome	+	NZ_CP007557.1	t_pro_tisb_istr_smax	not defined	infernal	6.9e-14	1330345	1330431	86	0	0	0	0
1441it	Citrobacter_freundii_CFNIH1_complete_genome	genome	+	NZ_CP007557.1	t_nt_tisb_istr_smax	not defined	infernal	1.8e-21	1330345	1330427	82	0	0	0	0
1672it	Citrobacter_freundii_complex_sp_CFNIH2_chromosome_complete_genome	genome	-	NZ_CP025757.1	t_nt_tisb_istr_smax	not defined	infernal	1.6e-20	4030082	4030000	82	0	0	0	0
1639it	Citrobacter_freundii_complex_sp_CFNIH2_chromosome_complete_genome	genome	-	NZ_CP025757.1	t_pro_tisb_istr_smax	not defined	infernal	4.9e-13	4030082	4029996	86	0	0	0	0
995iat	Citrobacter_freundii_complex_sp_CFNIH2_chromosome_complete_genome	genome	+	NZ_CP025757.1	at_nt_tisb_istr_smax	not defined	infernal	7.6e-20	4030334	4030473	139	0	0	0	0
1594it	Citrobacter_freundii_complex_sp_CFNIH3_chromosome_complete_genome	genome	-	NZ_CP026235.1	t_pro_tisb_istr_smax	not defined	infernal	6.9e-14	5207109	5207023	86	0	0	0	0
1442it	Citrobacter_freundii_complex_sp_CFNIH3_chromosome_complete_genome	genome	-	NZ_CP026235.1	t_nt_tisb_istr_smax	not defined	infernal	1.8e-21	5207109	5207027	82	0	0	0	0
1017iat	Citrobacter_freundii_complex_sp_CFNIH3_chromosome_complete_genome	genome	+	NZ_CP026235.1	at_nt_tisb_istr_smax	not defined	infernal	6.5e-19	5207362	5207502	140	0	0	0	0
961iat	Citrobacter_freundii_complex_sp_CFNIH4_chromosome_complete_genome	genome	-	NZ_CP026231.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	4329402	4329263	139	0	0	0	0
1601it	Citrobacter_freundii_complex_sp_CFNIH4_chromosome_complete_genome	genome	+	NZ_CP026231.1	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	4329655	4329737	82	0	0	0	0
1602it	Citrobacter_freundii_complex_sp_CFNIH4_chromosome_complete_genome	genome	+	NZ_CP026231.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	4329655	4329741	86	0	0	0	0
1443it	Citrobacter_freundii_complex_sp_CFNIH9_chromosome_complete_genome	genome	-	NZ_CP026238.1	t_nt_tisb_istr_smax	not defined	infernal	1.8e-21	131876	131794	82	0	0	0	0
1595it	Citrobacter_freundii_complex_sp_CFNIH9_chromosome_complete_genome	genome	-	NZ_CP026238.1	t_pro_tisb_istr_smax	not defined	infernal	6.9e-14	131876	131790	86	0	0	0	0
1006iat	Citrobacter_freundii_complex_sp_CFNIH9_chromosome_complete_genome	genome	+	NZ_CP026238.1	at_nt_tisb_istr_smax	not defined	infernal	3.7e-19	132129	132269	140	0	0	0	0
979iat	Citrobacter_freundii_complex_strain_ABFQG_complete_genome	genome	-	NZ_CP036435.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	663352	663213	139	0	0	0	0
1620it	Citrobacter_freundii_complex_strain_ABFQG_complete_genome	genome	+	NZ_CP036435.1	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	663605	663687	82	0	0	0	0
1621it	Citrobacter_freundii_complex_strain_ABFQG_complete_genome	genome	+	NZ_CP036435.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	663605	663691	86	0	0	0	0
1601it	Citrobacter_freundii_isolate_Citrobacter_freundii_str_U2785_genome_assembly_chromosome_1	genome	-	NZ_LS992183.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	30571	30485	86	0	0	0	0
1600it	Citrobacter_freundii_isolate_Citrobacter_freundii_str_U2785_genome_assembly_chromosome_1	genome	-	NZ_LS992183.1	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	30571	30489	82	0	0	0	0
960iat	Citrobacter_freundii_isolate_Citrobacter_freundii_str_U2785_genome_assembly_chromosome_1	genome	+	NZ_LS992183.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	30824	30963	139	0	0	0	0
1602it	Citrobacter_freundii_strain_18_1_chromosome_complete_genome	genome	-	NZ_CP022273.1	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	3202944	3202862	82	0	0	0	0
1603it	Citrobacter_freundii_strain_18_1_chromosome_complete_genome	genome	-	NZ_CP022273.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	3202944	3202858	86	0	0	0	0
993iat	Citrobacter_freundii_strain_18_1_chromosome_complete_genome	genome	+	NZ_CP022273.1	at_nt_tisb_istr_smax	not defined	infernal	6.6e-20	3203196	3203335	139	0	0	0	0
1627it	Citrobacter_freundii_strain_705SK3_chromosome_complete_genome	genome	-	NZ_CP022151.1	t_pro_tisb_istr_smax	not defined	infernal	1.6e-13	31482	31396	86	0	0	0	0
1628it	Citrobacter_freundii_strain_705SK3_chromosome_complete_genome	genome	-	NZ_CP022151.1	t_nt_tisb_istr_smax	not defined	infernal	3.5e-21	31482	31400	82	0	0	0	0
962iat	Citrobacter_freundii_strain_705SK3_chromosome_complete_genome	genome	+	NZ_CP022151.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	31735	31874	139	0	0	0	0
963iat	Citrobacter_freundii_strain_AR_0022_complete_genome	genome	-	NZ_CP024881.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	3379735	3379596	139	0	0	0	0
1604it	Citrobacter_freundii_strain_AR_0022_complete_genome	genome	+	NZ_CP024881.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	3379988	3380074	86	0	0	0	0
1603it	Citrobacter_freundii_strain_AR_0022_complete_genome	genome	+	NZ_CP024881.1	t_nt_tisb_istr_smax	not defined	infernal	2.6e-21	3379988	3380070	82	0	0	0	0
964iat	Citrobacter_freundii_strain_AR_0116_chromosome_complete_genome	genome	-	NZ_CP032184.1	at_nt_tisb_istr_smax	not defined	infernal	1.5e-20	4821926	4821787	139	0	0	0	0
1605it	Citrobacter_freundii_strain_AR_0116_chromosome_complete_genome	genome	+	NZ_CP032184.1	t_pro_tisb_istr_smax	not defined	infernal	1.1e-13	4822179	4822265	86	0	0	0	0
